"Rep","Party","State","Vote","Bill","Vote_Question"
"Raskin","Democratic","Maryland","Yea","H. R. 7581","On Passage"
"Reschenthaler","Republican","Pennsylvania","Yea","H. R. 7581","On Passage"
"Rodgers (WA)","Republican","Washington","Yea","H. R. 7581","On Passage"
"Rogers (AL)","Republican","Alabama","Yea","H. R. 7581","On Passage"
"Rogers (KY)","Republican","Kentucky","Yea","H. R. 7581","On Passage"
"Rose","Republican","Tennessee","Yea","H. R. 7581","On Passage"
"Rosendale","Republican","Montana","Yea","H. R. 7581","On Passage"
"Ross","Democratic","North Carolina","Yea","H. R. 7581","On Passage"
"Rouzer","Republican","North Carolina","Yea","H. R. 7581","On Passage"
"Roy","Republican","Texas","Yea","H. R. 7581","On Passage"
"Ruiz","Democratic","California","Yea","H. R. 7581","On Passage"
"Ruppersberger","Democratic","Maryland","Nay","H. R. 7581","On Passage"
"Rutherford","Republican","Florida","Yea","H. R. 7581","On Passage"
"Ryan","Democratic","New York","Yea","H. R. 7581","On Passage"
"Salazar","Republican","Florida","Yea","H. R. 7581","On Passage"
"Salinas","Democratic","Oregon","Yea","H. R. 7581","On Passage"
"Sánchez","Democratic","California","Nay","H. R. 7581","On Passage"
"Sarbanes","Democratic","Maryland","Nay","H. R. 7581","On Passage"
"Scalise","Republican","Louisiana","Yea","H. R. 7581","On Passage"
"Scanlon","Democratic","Pennsylvania","Yea","H. R. 7581","On Passage"
"Schakowsky","Democratic","Illinois","Yea","H. R. 7581","On Passage"
"Schiff","Democratic","California","Yea","H. R. 7581","On Passage"
"Schneider","Democratic","Illinois","Yea","H. R. 7581","On Passage"
"Scholten","Democratic","Michigan","Yea","H. R. 7581","On Passage"
"Schrier","Democratic","Washington","Yea","H. R. 7581","On Passage"
"Schweikert","Republican","Arizona","Yea","H. R. 7581","On Passage"
"Scott (VA)","Democratic","Virginia","Nay","H. R. 7581","On Passage"
"Scott, Austin","Republican","Georgia","Yea","H. R. 7581","On Passage"
"Scott, David","Democratic","Georgia","Yea","H. R. 7581","On Passage"
"Self","Republican","Texas","Yea","H. R. 7581","On Passage"
"Sessions","Republican","Texas","Yea","H. R. 7581","On Passage"
"Sewell","Democratic","Alabama","Yea","H. R. 7581","On Passage"
"Sherman","Democratic","California","Nay","H. R. 7581","On Passage"
"Sherrill","Democratic","New Jersey","Not Voting","H. R. 7581","On Passage"
"Simpson","Republican","Idaho","Yea","H. R. 7581","On Passage"
"Slotkin","Democratic","Michigan","Yea","H. R. 7581","On Passage"
"Smith (MO)","Republican","Missouri","Yea","H. R. 7581","On Passage"
"Smith (NE)","Republican","Nebraska","Yea","H. R. 7581","On Passage"
"Smith (NJ)","Republican","New Jersey","Yea","H. R. 7581","On Passage"
"Smith (WA)","Democratic","Washington","Yea","H. R. 7581","On Passage"
"Smucker","Republican","Pennsylvania","Yea","H. R. 7581","On Passage"
"Sorensen","Democratic","Illinois","Yea","H. R. 7581","On Passage"
"Soto","Democratic","Florida","Yea","H. R. 7581","On Passage"
"Spanberger","Democratic","Virginia","Yea","H. R. 7581","On Passage"
"Spartz","Republican","Indiana","Yea","H. R. 7581","On Passage"
"Stansbury","Democratic","New Mexico","Yea","H. R. 7581","On Passage"
"Stanton","Democratic","Arizona","Yea","H. R. 7581","On Passage"
"Stauber","Republican","Minnesota","Yea","H. R. 7581","On Passage"
"Steel","Republican","California","Yea","H. R. 7581","On Passage"
"Stefanik","Republican","New York","Yea","H. R. 7581","On Passage"
"Steil","Republican","Wisconsin","Yea","H. R. 7581","On Passage"
"Steube","Republican","Florida","Yea","H. R. 7581","On Passage"
"Stevens","Democratic","Michigan","Yea","H. R. 7581","On Passage"
"Strickland","Democratic","Washington","Yea","H. R. 7581","On Passage"
"Strong","Republican","Alabama","Yea","H. R. 7581","On Passage"
"Suozzi","Democratic","New York","Yea","H. R. 7581","On Passage"
"Swalwell","Democratic","California","Yea","H. R. 7581","On Passage"
"Sykes","Democratic","Ohio","Yea","H. R. 7581","On Passage"
"Takano","Democratic","California","Nay","H. R. 7581","On Passage"
"Tenney","Republican","New York","Yea","H. R. 7581","On Passage"
"Thanedar","Democratic","Michigan","Yea","H. R. 7581","On Passage"
"Thompson (CA)","Democratic","California","Yea","H. R. 7581","On Passage"
"Thompson (MS)","Democratic","Mississippi","Nay","H. R. 7581","On Passage"
"Thompson (PA)","Republican","Pennsylvania","Yea","H. R. 7581","On Passage"
"Tiffany","Republican","Wisconsin","Yea","H. R. 7581","On Passage"
"Timmons","Republican","South Carolina","Yea","H. R. 7581","On Passage"
"Titus","Democratic","Nevada","Yea","H. R. 7581","On Passage"
"Tlaib","Democratic","Michigan","Nay","H. R. 7581","On Passage"
"Tokuda","Democratic","Hawaii","Nay","H. R. 7581","On Passage"
"Tonko","Democratic","New York","Yea","H. R. 7581","On Passage"
"Torres (CA)","Democratic","California","Yea","H. R. 7581","On Passage"
"Torres (NY)","Democratic","New York","Yea","H. R. 7581","On Passage"
"Trahan","Democratic","Massachusetts","Yea","H. R. 7581","On Passage"
"Trone","Democratic","Maryland","Not Voting","H. R. 7581","On Passage"
"Turner","Republican","Ohio","Yea","H. R. 7581","On Passage"
"Underwood","Democratic","Illinois","Nay","H. R. 7581","On Passage"
"Valadao","Republican","California","Yea","H. R. 7581","On Passage"
"Van Drew","Republican","New Jersey","Yea","H. R. 7581","On Passage"
"Van Duyne","Republican","Texas","Not Voting","H. R. 7581","On Passage"
"Van Orden","Republican","Wisconsin","Yea","H. R. 7581","On Passage"
"Vargas","Democratic","California","Yea","H. R. 7581","On Passage"
"Vasquez","Democratic","New Mexico","Yea","H. R. 7581","On Passage"
"Veasey","Democratic","Texas","Yea","H. R. 7581","On Passage"
"Velázquez","Democratic","New York","Nay","H. R. 7581","On Passage"
"Wagner","Republican","Missouri","Yea","H. R. 7581","On Passage"
"Walberg","Republican","Michigan","Yea","H. R. 7581","On Passage"
"Waltz","Republican","Florida","Yea","H. R. 7581","On Passage"
"Wasserman Schultz","Democratic","Florida","Nay","H. R. 7581","On Passage"
"Waters","Democratic","California","Nay","H. R. 7581","On Passage"
"Watson Coleman","Democratic","New Jersey","Nay","H. R. 7581","On Passage"
"Weber (TX)","Republican","Texas","Yea","H. R. 7581","On Passage"
"Webster (FL)","Republican","Florida","Yea","H. R. 7581","On Passage"
"Wenstrup","Republican","Ohio","Yea","H. R. 7581","On Passage"
"Westerman","Republican","Arkansas","Yea","H. R. 7581","On Passage"
"Wexton","Democratic","Virginia","Not Voting","H. R. 7581","On Passage"
"Wild","Democratic","Pennsylvania","Yea","H. R. 7581","On Passage"
"Williams (GA)","Democratic","Georgia","Nay","H. R. 7581","On Passage"
"Williams (NY)","Republican","New York","Yea","H. R. 7581","On Passage"
"Williams (TX)","Republican","Texas","Yea","H. R. 7581","On Passage"
"Wilson (FL)","Democratic","Florida","Not Voting","H. R. 7581","On Passage"
"Wilson (SC)","Republican","South Carolina","Yea","H. R. 7581","On Passage"
"Wittman","Republican","Virginia","Yea","H. R. 7581","On Passage"
"Womack","Republican","Arkansas","Yea","H. R. 7581","On Passage"
"Yakym","Republican","Indiana","Yea","H. R. 7581","On Passage"
"Zinke","Republican","Montana","Yea","H. R. 7581","On Passage"
"No data found","No data found","No data found",NA,"H. R. 7581","On Passage"
"Adams","Democratic","North Carolina","Nay","H. R. 7343","On Passage"
"Aderholt","Republican","Alabama","Yea","H. R. 7343","On Passage"
"Aguilar","Democratic","California","Nay","H. R. 7343","On Passage"
"Alford","Republican","Missouri","Yea","H. R. 7343","On Passage"
"Allen","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Allred","Democratic","Texas","Yea","H. R. 7343","On Passage"
"Amo","Democratic","Rhode Island","Nay","H. R. 7343","On Passage"
"Amodei","Republican","Nevada","Yea","H. R. 7343","On Passage"
"Armstrong","Republican","North Dakota","Yea","H. R. 7343","On Passage"
"Arrington","Republican","Texas","Yea","H. R. 7343","On Passage"
"Auchincloss","Democratic","Massachusetts","Nay","H. R. 7343","On Passage"
"Babin","Republican","Texas","Yea","H. R. 7343","On Passage"
"Bacon","Republican","Nebraska","Yea","H. R. 7343","On Passage"
"Baird","Republican","Indiana","Yea","H. R. 7343","On Passage"
"Balderson","Republican","Ohio","Yea","H. R. 7343","On Passage"
"Balint","Democratic","Vermont","Nay","H. R. 7343","On Passage"
"Banks","Republican","Indiana","Yea","H. R. 7343","On Passage"
"Barr","Republican","Kentucky","Not Voting","H. R. 7343","On Passage"
"Barragán","Democratic","California","Nay","H. R. 7343","On Passage"
"Bean (FL)","Republican","Florida","Yea","H. R. 7343","On Passage"
"Beatty","Democratic","Ohio","Nay","H. R. 7343","On Passage"
"Bentz","Republican","Oregon","Yea","H. R. 7343","On Passage"
"Bera","Democratic","California","Nay","H. R. 7343","On Passage"
"Bergman","Republican","Michigan","Yea","H. R. 7343","On Passage"
"Beyer","Democratic","Virginia","Nay","H. R. 7343","On Passage"
"Bice","Republican","Oklahoma","Yea","H. R. 7343","On Passage"
"Biggs","Republican","Arizona","Yea","H. R. 7343","On Passage"
"Bilirakis","Republican","Florida","Yea","H. R. 7343","On Passage"
"Bishop (GA)","Democratic","Georgia","Nay","H. R. 7343","On Passage"
"Bishop (NC)","Republican","North Carolina","Yea","H. R. 7343","On Passage"
"Blumenauer","Democratic","Oregon","Nay","H. R. 7343","On Passage"
"Blunt Rochester","Democratic","Delaware","Yea","H. R. 7343","On Passage"
"Boebert","Republican","Colorado","Yea","H. R. 7343","On Passage"
"Bonamici","Democratic","Oregon","Nay","H. R. 7343","On Passage"
"Bost","Republican","Illinois","Yea","H. R. 7343","On Passage"
"Bowman","Democratic","New York","Nay","H. R. 7343","On Passage"
"Boyle (PA)","Democratic","Pennsylvania","Not Voting","H. R. 7343","On Passage"
"Brecheen","Republican","Oklahoma","Yea","H. R. 7343","On Passage"
"Brown","Democratic","Ohio","Nay","H. R. 7343","On Passage"
"Brownley","Democratic","California","Nay","H. R. 7343","On Passage"
"Buchanan","Republican","Florida","Yea","H. R. 7343","On Passage"
"Bucshon","Republican","Indiana","Yea","H. R. 7343","On Passage"
"Budzinski","Democratic","Illinois","Yea","H. R. 7343","On Passage"
"Burchett","Republican","Tennessee","Yea","H. R. 7343","On Passage"
"Burgess","Republican","Texas","Yea","H. R. 7343","On Passage"
"Burlison","Republican","Missouri","Yea","H. R. 7343","On Passage"
"Bush","Democratic","Missouri","Nay","H. R. 7343","On Passage"
"Calvert","Republican","California","Yea","H. R. 7343","On Passage"
"Cammack","Republican","Florida","Yea","H. R. 7343","On Passage"
"Caraveo","Democratic","Colorado","Yea","H. R. 7343","On Passage"
"Carbajal","Democratic","California","Nay","H. R. 7343","On Passage"
"Cárdenas","Democratic","California","Nay","H. R. 7343","On Passage"
"Carey","Republican","Ohio","Yea","H. R. 7343","On Passage"
"Carl","Republican","Alabama","Yea","H. R. 7343","On Passage"
"Carson","Democratic","Indiana","Nay","H. R. 7343","On Passage"
"Carter (GA)","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Carter (LA)","Democratic","Louisiana","Nay","H. R. 7343","On Passage"
"Carter (TX)","Republican","Texas","Yea","H. R. 7343","On Passage"
"Cartwright","Democratic","Pennsylvania","Yea","H. R. 7343","On Passage"
"Casar","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Case","Democratic","Hawaii","Nay","H. R. 7343","On Passage"
"Casten","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Castor (FL)","Democratic","Florida","Nay","H. R. 7343","On Passage"
"Castro (TX)","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Chavez-DeRemer","Republican","Oregon","Yea","H. R. 7343","On Passage"
"Cherfilus-McCormick","Democratic","Florida","Nay","H. R. 7343","On Passage"
"Chu","Democratic","California","Nay","H. R. 7343","On Passage"
"Ciscomani","Republican","Arizona","Yea","H. R. 7343","On Passage"
"Clark (MA)","Democratic","Massachusetts","Nay","H. R. 7343","On Passage"
"Clarke (NY)","Democratic","New York","Nay","H. R. 7343","On Passage"
"Cleaver","Democratic","Missouri","Not Voting","H. R. 7343","On Passage"
"Cline","Republican","Virginia","Yea","H. R. 7343","On Passage"
"Cloud","Republican","Texas","Yea","H. R. 7343","On Passage"
"Clyburn","Democratic","South Carolina","Nay","H. R. 7343","On Passage"
"Clyde","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Cohen","Democratic","Tennessee","Nay","H. R. 7343","On Passage"
"Cole","Republican","Oklahoma","Yea","H. R. 7343","On Passage"
"Collins","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Comer","Republican","Kentucky","Yea","H. R. 7343","On Passage"
"Connolly","Democratic","Virginia","Nay","H. R. 7343","On Passage"
"Correa","Democratic","California","Nay","H. R. 7343","On Passage"
"Costa","Democratic","California","Nay","H. R. 7343","On Passage"
"Courtney","Democratic","Connecticut","Yea","H. R. 7343","On Passage"
"Craig","Democratic","Minnesota","Yea","H. R. 7343","On Passage"
"Crane","Republican","Arizona","Yea","H. R. 7343","On Passage"
"Crawford","Republican","Arkansas","Yea","H. R. 7343","On Passage"
"Crenshaw","Republican","Texas","Yea","H. R. 7343","On Passage"
"Crockett","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Crow","Democratic","Colorado","Nay","H. R. 7343","On Passage"
"Cuellar","Democratic","Texas","Yea","H. R. 7343","On Passage"
"Curtis","Republican","Utah","Yea","H. R. 7343","On Passage"
"D'Esposito","Republican","New York","Yea","H. R. 7343","On Passage"
"Davids (KS)","Democratic","Kansas","Nay","H. R. 7343","On Passage"
"Davidson","Republican","Ohio","Yea","H. R. 7343","On Passage"
"Davis (IL)","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Davis (NC)","Democratic","North Carolina","Yea","H. R. 7343","On Passage"
"De La Cruz","Republican","Texas","Yea","H. R. 7343","On Passage"
"Dean (PA)","Democratic","Pennsylvania","Nay","H. R. 7343","On Passage"
"DeGette","Democratic","Colorado","Nay","H. R. 7343","On Passage"
"DeLauro","Democratic","Connecticut","Nay","H. R. 7343","On Passage"
"DelBene","Democratic","Washington","Nay","H. R. 7343","On Passage"
"Deluzio","Democratic","Pennsylvania","Nay","H. R. 7343","On Passage"
"DeSaulnier","Democratic","California","Nay","H. R. 7343","On Passage"
"DesJarlais","Republican","Tennessee","Yea","H. R. 7343","On Passage"
"Diaz-Balart","Republican","Florida","Not Voting","H. R. 7343","On Passage"
"Dingell","Democratic","Michigan","Nay","H. R. 7343","On Passage"
"Doggett","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Donalds","Republican","Florida","Yea","H. R. 7343","On Passage"
"Duarte","Republican","California","Yea","H. R. 7343","On Passage"
"Duncan","Republican","South Carolina","Yea","H. R. 7343","On Passage"
"Dunn (FL)","Republican","Florida","Yea","H. R. 7343","On Passage"
"Edwards","Republican","North Carolina","Yea","H. R. 7343","On Passage"
"Ellzey","Republican","Texas","Yea","H. R. 7343","On Passage"
"Emmer","Republican","Minnesota","Yea","H. R. 7343","On Passage"
"Escobar","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Eshoo","Democratic","California","Nay","H. R. 7343","On Passage"
"Espaillat","Democratic","New York","Nay","H. R. 7343","On Passage"
"Estes","Republican","Kansas","Yea","H. R. 7343","On Passage"
"Evans","Democratic","Pennsylvania","Not Voting","H. R. 7343","On Passage"
"Ezell","Republican","Mississippi","Yea","H. R. 7343","On Passage"
"Fallon","Republican","Texas","Yea","H. R. 7343","On Passage"
"Feenstra","Republican","Iowa","Yea","H. R. 7343","On Passage"
"Ferguson","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Finstad","Republican","Minnesota","Yea","H. R. 7343","On Passage"
"Fischbach","Republican","Minnesota","Yea","H. R. 7343","On Passage"
"Fitzgerald","Republican","Wisconsin","Yea","H. R. 7343","On Passage"
"Fitzpatrick","Republican","Pennsylvania","Yea","H. R. 7343","On Passage"
"Fleischmann","Republican","Tennessee","Yea","H. R. 7343","On Passage"
"Fletcher","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Flood","Republican","Nebraska","Yea","H. R. 7343","On Passage"
"Foster","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Foushee","Democratic","North Carolina","Nay","H. R. 7343","On Passage"
"Foxx","Republican","North Carolina","Yea","H. R. 7343","On Passage"
"Frankel, Lois","Democratic","Florida","Nay","H. R. 7343","On Passage"
"Franklin, Scott","Republican","Florida","Yea","H. R. 7343","On Passage"
"Frost","Democratic","Florida","Nay","H. R. 7343","On Passage"
"Fry","Republican","South Carolina","Yea","H. R. 7343","On Passage"
"Fulcher","Republican","Idaho","Yea","H. R. 7343","On Passage"
"Gaetz","Republican","Florida","Not Voting","H. R. 7343","On Passage"
"Gallego","Democratic","Arizona","Yea","H. R. 7343","On Passage"
"Garamendi","Democratic","California","Nay","H. R. 7343","On Passage"
"Garbarino","Republican","New York","Yea","H. R. 7343","On Passage"
"García (IL)","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Garcia (TX)","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Garcia, Mike","Republican","California","Yea","H. R. 7343","On Passage"
"Garcia, Robert","Democratic","California","Nay","H. R. 7343","On Passage"
"Gimenez","Republican","Florida","Yea","H. R. 7343","On Passage"
"Golden (ME)","Democratic","Maine","Yea","H. R. 7343","On Passage"
"Goldman (NY)","Democratic","New York","Nay","H. R. 7343","On Passage"
"Gomez","Democratic","California","Nay","H. R. 7343","On Passage"
"Gonzales, Tony","Republican","Texas","Yea","H. R. 7343","On Passage"
"Gonzalez, Vicente","Democratic","Texas","Yea","H. R. 7343","On Passage"
"Good (VA)","Republican","Virginia","Not Voting","H. R. 7343","On Passage"
"Gooden (TX)","Republican","Texas","Yea","H. R. 7343","On Passage"
"Gosar","Republican","Arizona","Yea","H. R. 7343","On Passage"
"Gottheimer","Democratic","New Jersey","Yea","H. R. 7343","On Passage"
"Granger","Republican","Texas","Yea","H. R. 7343","On Passage"
"Graves (LA)","Republican","Louisiana","Yea","H. R. 7343","On Passage"
"Graves (MO)","Republican","Missouri","Yea","H. R. 7343","On Passage"
"Green (TN)","Republican","Tennessee","Yea","H. R. 7343","On Passage"
"Green, Al (TX)","Democratic","Texas","Nay","H. R. 7343","On Passage"
"Greene (GA)","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Griffith","Republican","Virginia","Yea","H. R. 7343","On Passage"
"Grijalva","Democratic","Arizona","Not Voting","H. R. 7343","On Passage"
"Grothman","Republican","Wisconsin","Yea","H. R. 7343","On Passage"
"Guest","Republican","Mississippi","Yea","H. R. 7343","On Passage"
"Guthrie","Republican","Kentucky","Yea","H. R. 7343","On Passage"
"Hageman","Republican","Wyoming","Yea","H. R. 7343","On Passage"
"Harder (CA)","Democratic","California","Yea","H. R. 7343","On Passage"
"Harris","Republican","Maryland","Yea","H. R. 7343","On Passage"
"Harshbarger","Republican","Tennessee","Yea","H. R. 7343","On Passage"
"Hayes","Democratic","Connecticut","Yea","H. R. 7343","On Passage"
"Hern","Republican","Oklahoma","Yea","H. R. 7343","On Passage"
"Higgins (LA)","Republican","Louisiana","Yea","H. R. 7343","On Passage"
"Hill","Republican","Arkansas","Yea","H. R. 7343","On Passage"
"Himes","Democratic","Connecticut","Yea","H. R. 7343","On Passage"
"Hinson","Republican","Iowa","Yea","H. R. 7343","On Passage"
"Horsford","Democratic","Nevada","Yea","H. R. 7343","On Passage"
"Houchin","Republican","Indiana","Yea","H. R. 7343","On Passage"
"Houlahan","Democratic","Pennsylvania","Yea","H. R. 7343","On Passage"
"Hoyer","Democratic","Maryland","Nay","H. R. 7343","On Passage"
"Hoyle (OR)","Democratic","Oregon","Nay","H. R. 7343","On Passage"
"Hudson","Republican","North Carolina","Yea","H. R. 7343","On Passage"
"Huffman","Democratic","California","Nay","H. R. 7343","On Passage"
"Huizenga","Republican","Michigan","Yea","H. R. 7343","On Passage"
"Hunt","Republican","Texas","Yea","H. R. 7343","On Passage"
"Issa","Republican","California","Yea","H. R. 7343","On Passage"
"Ivey","Democratic","Maryland","Nay","H. R. 7343","On Passage"
"Jackson (IL)","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Jackson (NC)","Democratic","North Carolina","Yea","H. R. 7343","On Passage"
"Jackson (TX)","Republican","Texas","Yea","H. R. 7343","On Passage"
"Jackson Lee","Democratic","Texas","Not Voting","H. R. 7343","On Passage"
"Jacobs","Democratic","California","Nay","H. R. 7343","On Passage"
"James","Republican","Michigan","Yea","H. R. 7343","On Passage"
"Jayapal","Democratic","Washington","Nay","H. R. 7343","On Passage"
"Jeffries","Democratic","New York","Nay","H. R. 7343","On Passage"
"Johnson (GA)","Democratic","Georgia","Nay","H. R. 7343","On Passage"
"Johnson (LA)","Republican","Louisiana","Yea","H. R. 7343","On Passage"
"Johnson (SD)","Republican","South Dakota","Yea","H. R. 7343","On Passage"
"Jordan","Republican","Ohio","Yea","H. R. 7343","On Passage"
"Joyce (OH)","Republican","Ohio","Yea","H. R. 7343","On Passage"
"Joyce (PA)","Republican","Pennsylvania","Yea","H. R. 7343","On Passage"
"Kamlager-Dove","Democratic","California","Nay","H. R. 7343","On Passage"
"Kaptur","Democratic","Ohio","Yea","H. R. 7343","On Passage"
"Kean (NJ)","Republican","New Jersey","Yea","H. R. 7343","On Passage"
"Keating","Democratic","Massachusetts","Yea","H. R. 7343","On Passage"
"Kelly (IL)","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Kelly (MS)","Republican","Mississippi","Yea","H. R. 7343","On Passage"
"Kelly (PA)","Republican","Pennsylvania","Yea","H. R. 7343","On Passage"
"Kennedy","Democratic","New York","Nay","H. R. 7343","On Passage"
"Khanna","Democratic","California","Nay","H. R. 7343","On Passage"
"Kiggans (VA)","Republican","Virginia","Yea","H. R. 7343","On Passage"
"Kildee","Democratic","Michigan","Yea","H. R. 7343","On Passage"
"Kiley","Republican","California","Yea","H. R. 7343","On Passage"
"Kilmer","Democratic","Washington","Nay","H. R. 7343","On Passage"
"Kim (CA)","Republican","California","Yea","H. R. 7343","On Passage"
"Kim (NJ)","Democratic","New Jersey","Not Voting","H. R. 7343","On Passage"
"Krishnamoorthi","Democratic","Illinois","Nay","H. R. 7343","On Passage"
"Kuster","Democratic","New Hampshire","Yea","H. R. 7343","On Passage"
"Kustoff","Republican","Tennessee","Yea","H. R. 7343","On Passage"
"LaHood","Republican","Illinois","Yea","H. R. 7343","On Passage"
"LaLota","Republican","New York","Yea","H. R. 7343","On Passage"
"LaMalfa","Republican","California","Yea","H. R. 7343","On Passage"
"Lamborn","Republican","Colorado","Yea","H. R. 7343","On Passage"
"Landsman","Democratic","Ohio","Yea","H. R. 7343","On Passage"
"Langworthy","Republican","New York","Yea","H. R. 7343","On Passage"
"Larsen (WA)","Democratic","Washington","Nay","H. R. 7343","On Passage"
"Larson (CT)","Democratic","Connecticut","Nay","H. R. 7343","On Passage"
"Latta","Republican","Ohio","Yea","H. R. 7343","On Passage"
"LaTurner","Republican","Kansas","Yea","H. R. 7343","On Passage"
"Lawler","Republican","New York","Yea","H. R. 7343","On Passage"
"Lee (CA)","Democratic","California","Nay","H. R. 7343","On Passage"
"Lee (FL)","Republican","Florida","Yea","H. R. 7343","On Passage"
"Lee (NV)","Democratic","Nevada","Yea","H. R. 7343","On Passage"
"Lee (PA)","Democratic","Pennsylvania","Nay","H. R. 7343","On Passage"
"Leger Fernandez","Democratic","New Mexico","Nay","H. R. 7343","On Passage"
"Lesko","Republican","Arizona","Yea","H. R. 7343","On Passage"
"Letlow","Republican","Louisiana","Yea","H. R. 7343","On Passage"
"Levin","Democratic","California","Yea","H. R. 7343","On Passage"
"Lieu","Democratic","California","Nay","H. R. 7343","On Passage"
"Lofgren","Democratic","California","Nay","H. R. 7343","On Passage"
"Loudermilk","Republican","Georgia","Yea","H. R. 7343","On Passage"
"Lucas","Republican","Oklahoma","Yea","H. R. 7343","On Passage"
"Luetkemeyer","Republican","Missouri","Yea","H. R. 7343","On Passage"
"Luna","Republican","Florida","Yea","H. R. 7343","On Passage"
"Luttrell","Republican","Texas","Yea","H. R. 7343","On Passage"
"Lynch","Democratic","Massachusetts","Yea","H. R. 7343","On Passage"
"Mace","Republican","South Carolina","Yea","H. R. 7343","On Passage"
"Magaziner","Democratic","Rhode Island","Not Voting","H. R. 7343","On Passage"
"Malliotakis","Republican","New York","Yea","H. R. 7343","On Passage"
"Maloy","Republican","Utah","Yea","H. R. 7343","On Passage"
"Mann","Republican","Kansas","Yea","H. R. 7343","On Passage"
"Manning","Democratic","North Carolina","Yea","H. R. 7343","On Passage"
"Massie","Republican","Kentucky","Yea","H. R. 7343","On Passage"
"Mast","Republican","Florida","Yea","H. R. 7343","On Passage"
"Matsui","Democratic","California","Nay","H. R. 7343","On Passage"
"McBath","Democratic","Georgia","Nay","H. R. 7343","On Passage"
"McCaul","Republican","Texas","Yea","H. R. 7343","On Passage"
"McClain","Republican","Michigan","Not Voting","H. R. 7343","On Passage"
"McClellan","Democratic","Virginia","Nay","H. R. 7343","On Passage"
"McClintock","Republican","California","Yea","H. R. 7343","On Passage"
"McCollum","Democratic","Minnesota","Nay","H. R. 7343","On Passage"
"McCormick","Republican","Georgia","Yea","H. R. 7343","On Passage"
"McGarvey","Democratic","Kentucky","Nay","H. R. 7343","On Passage"
"McGovern","Democratic","Massachusetts","Nay","H. R. 7343","On Passage"
"McHenry","Republican","North Carolina","Yea","H. R. 7343","On Passage"
"Meeks","Democratic","New York","Nay","H. R. 7343","On Passage"
"Menendez","Democratic","New Jersey","Nay","H. R. 7343","On Passage"
"Meng","Democratic","New York","Nay","H. R. 7343","On Passage"
"Meuser","Republican","Pennsylvania","Yea","H. R. 7343","On Passage"
"Mfume","Democratic","Maryland","Nay","H. R. 7343","On Passage"
"Miller (IL)","Republican","Illinois","Yea","H. R. 7343","On Passage"
"Miller (OH)","Republican","Ohio","Yea","H. R. 7343","On Passage"
"Miller (WV)","Republican","West Virginia","Yea","H. R. 7343","On Passage"
"Miller-Meeks","Republican","Iowa","Yea","H. R. 7343","On Passage"
"Mills","Republican","Florida","Yea","H. R. 7343","On Passage"
"Molinaro","Republican","New York","Yea","H. R. 7343","On Passage"
"Moolenaar","Republican","Michigan","Yea","H. R. 7343","On Passage"
"Mooney","Republican","West Virginia","Not Voting","H. R. 7343","On Passage"
"Moore (AL)","Republican","Alabama","Yea","H. R. 7343","On Passage"
"Moore (UT)","Republican","Utah","Yea","H. R. 7343","On Passage"
"Moore (WI)","Democratic","Wisconsin","Nay","H. R. 7343","On Passage"
"Moran","Republican","Texas","Yea","H. R. 7343","On Passage"
"Morelle","Democratic","New York","Yea","H. R. 7343","On Passage"
"Moskowitz","Democratic","Florida","Yea","H. R. 7343","On Passage"
"Moulton","Democratic","Massachusetts","Nay","H. R. 7343","On Passage"
"Mrvan","Democratic","Indiana","Yea","H. R. 7343","On Passage"
"Mullin","Democratic","California","Nay","H. R. 7343","On Passage"
"Murphy","Republican","North Carolina","Yea","H. R. 7343","On Passage"
"Nadler","Democratic","New York","Nay","H. R. 7343","On Passage"
"Napolitano","Democratic","California","Nay","H. R. 7343","On Passage"
"Neal","Democratic","Massachusetts","Nay","H. R. 7343","On Passage"
"Neguse","Democratic","Colorado","Nay","H. R. 7343","On Passage"
"Nehls","Republican","Texas","Yea","H. R. 7343","On Passage"
"Newhouse","Republican","Washington","Yea","H. R. 7343","On Passage"
"Nickel","Democratic","North Carolina","Yea","H. R. 7343","On Passage"
"Norcross","Democratic","New Jersey","Yea","H. R. 7343","On Passage"
"Norman","Republican","South Carolina","Yea","H. R. 7343","On Passage"
"Nunn (IA)","Republican","Iowa","Yea","H. R. 7343","On Passage"
"Obernolte","Republican","California","Yea","H. R. 7343","On Passage"
